date,season,away_team.x,away_goals,home_team,home_goals,extra_time,attendance,winner,game_status,home_odds,tie_odds,away_odds,location_lon,location_lat,label_content
19/10/2018,2018/2019,shville Predators,3,Edmonton Oilers,0,Normal Time,18347,shville Predators,Played,2.8,4.3,2.24,-113.498029,53.546977,Edmonton Oilers vs shville Predators | Score: 0 - 3 Normal Time | Winner is shville Predators
20/10/2018,2018/2019,Buffalo Sabres,4,Aheim Ducks,2,Normal Time,17174,Buffalo Sabres,Played,2.14,4.2,3.07,-117.876426,33.807714,Aheim Ducks vs Buffalo Sabres | Score: 2 - 4 Normal Time | Winner is Buffalo Sabres
20/10/2018,2018/2019,Calgary Flames,4,New York Rangers,1,Normal Time,17404,Calgary Flames,Played,2.83,4.25,2.27,-73.993455,40.750478,New York Rangers vs Calgary Flames | Score: 1 - 4 Normal Time | Winner is Calgary Flames
20/10/2018,2018/2019,Tampa Bay Lightning,6,Chicago Blackhawks,3,Normal Time,21012,Tampa Bay Lightning,Played,3.06,4.35,2.1,-87.674192,41.880666,Chicago Blackhawks vs Tampa Bay Lightning | Score: 3 - 6 Normal Time | Winner is Tampa Bay Lightning
21/10/2018,2018/2019,Colorado Avalanche,4,Philadelphia Flyers,1,Normal Time,19326,Colorado Avalanche,Played,2.26,4.65,2.75,-75.171967,39.90041,Philadelphia Flyers vs Colorado Avalanche | Score: 1 - 4 Normal Time | Winner is Colorado Avalanche
21/10/2018,2018/2019,Caroli Hurricanes,3,Detroit Red Wings,1,Normal Time,19515,Caroli Hurricanes,Played,3.28,4.65,2.05,-83.055271,42.341077,Detroit Red Wings vs Caroli Hurricanes | Score: 1 - 3 Normal Time | Winner is Caroli Hurricanes
21/10/2018,2018/2019,Washington Capitals,5,Vancouver Canucks,2,Normal Time,17227,Washington Capitals,Played,3.15,4.6,2.09,-123.108833,49.277821,Vancouver Canucks vs Washington Capitals | Score: 2 - 5 Normal Time | Winner is Washington Capitals
21/10/2018,2018/2019,St. Louis Blues,4,Winnipeg Jets,5,OT,15321,Winnipeg Jets,Played,2.05,4.45,3.18,-97.143754,49.89259,Winnipeg Jets vs St. Louis Blues | Score: 5 - 4 OT | Winner is Winnipeg Jets
22/10/2018,2018/2019,Los Angeles Kings,2,Dallas Stars,4,Normal Time,17354,Dallas Stars,Played,2.03,4.2,3.25,-96.810706,32.791093,Dallas Stars vs Los Angeles Kings | Score: 4 - 2 Normal Time | Winner is Dallas Stars
22/10/2018,2018/2019,San Jose Sharks,5,shville Predators,4,Normal Time,17159,San Jose Sharks,Played,2.26,4.25,2.95,-86.778458,36.159125,shville Predators vs San Jose Sharks | Score: 4 - 5 Normal Time | Winner is San Jose Sharks
22/10/2018,2018/2019,Arizo Coyotes,4,Columbus Blue Jackets,1,Normal Time,11458,Arizo Coyotes,Played,1.91,4.55,3.51,-83.006102,39.96904,Columbus Blue Jackets vs Arizo Coyotes | Score: 1 - 4 Normal Time | Winner is Arizo Coyotes
22/10/2018,2018/2019,Florida Panthers,2,New York Rangers,5,Normal Time,17016,New York Rangers,Played,2.8,4.3,2.21,-73.993455,40.750478,New York Rangers vs Florida Panthers | Score: 5 - 2 Normal Time | Winner is New York Rangers
22/10/2018,2018/2019,Aheim Ducks,1,Chicago Blackhawks,3,Normal Time,20900,Chicago Blackhawks,Played,2.15,4.33,2.96,-87.674192,41.880666,Chicago Blackhawks vs Aheim Ducks | Score: 3 - 1 Normal Time | Winner is Chicago Blackhawks
22/10/2018,2018/2019,Calgary Flames,2,Montreal Cadiens,3,Normal Time,21028,Montreal Cadiens,Played,2.55,4.3,2.53,-73.56945,44.496067,Montreal Cadiens vs Calgary Flames | Score: 3 - 2 Normal Time | Winner is Montreal Cadiens
22/10/2018,2018/2019,Boston Bruins,4,Ottawa Setors,1,Normal Time,15265,Boston Bruins,Played,3.2,4.4,2,-75.927207,45.296899,Ottawa Setors vs Boston Bruins | Score: 1 - 4 Normal Time | Winner is Boston Bruins
22/10/2018,2018/2019,Pittsburgh Penguins,6,Edmonton Oilers,5,OT,18347,Pittsburgh Penguins,Played,2.76,4.33,2.26,-113.498029,53.546977,Edmonton Oilers vs Pittsburgh Penguins | Score: 5 - 6 OT | Winner is Pittsburgh Penguins
23/10/2018,2018/2019,Vancouver Canucks,3,Vegas Golden Knights,2,SO,18189,Vancouver Canucks,Played,1.56,5.05,5.2,-115.178408,36.102827,Vegas Golden Knights vs Vancouver Canucks | Score: 2 - 3 SO | Winner is Vancouver Canucks
23/10/2018,2018/2019,Tampa Bay Lightning,1,Colorado Avalanche,0,Normal Time,16753,Tampa Bay Lightning,Played,2.73,4.35,2.28,-105.008479,39.74822,Colorado Avalanche vs Tampa Bay Lightning | Score: 0 - 1 Normal Time | Winner is Tampa Bay Lightning
23/10/2018,2018/2019,Florida Panthers,3,New York Islanders,2,OT,9743,Florida Panthers,Played,2.38,4.2,2.69,-73.975334,40.682624,New York Islanders vs Florida Panthers | Score: 2 - 3 OT | Winner is Florida Panthers
23/10/2018,2018/2019,Toronto Maple Leafs,4,Winnipeg Jets,2,Normal Time,15321,Toronto Maple Leafs,Played,2.33,4.33,2.7,-97.143754,49.89259,Winnipeg Jets vs Toronto Maple Leafs | Score: 2 - 4 Normal Time | Winner is Toronto Maple Leafs
24/10/2018,2018/2019,Aheim Ducks,2,Dallas Stars,5,Normal Time,17134,Dallas Stars,Played,2.03,4.2,3.35,-96.810706,32.791093,Dallas Stars vs Aheim Ducks | Score: 5 - 2 Normal Time | Winner is Dallas Stars
24/10/2018,2018/2019,Vancouver Canucks,1,Arizo Coyotes,4,Normal Time,12955,Arizo Coyotes,Played,1.82,4.45,4.1,-112.261173,33.532977,Arizo Coyotes vs Vancouver Canucks | Score: 4 - 1 Normal Time | Winner is Arizo Coyotes
24/10/2018,2018/2019,Columbus Blue Jackets,7,St. Louis Blues,4,Normal Time,17068,Columbus Blue Jackets,Played,2.19,4.33,2.9,-90.202834,38.626798,St. Louis Blues vs Columbus Blue Jackets | Score: 4 - 7 Normal Time | Winner is Columbus Blue Jackets
24/10/2018,2018/2019,shville Predators,4,New Jersey Devils,3,OT,15164,shville Predators,Played,2.7,4.2,2.34,-74.171058,40.733511,New Jersey Devils vs shville Predators | Score: 3 - 4 OT | Winner is shville Predators
24/10/2018,2018/2019,Philadelphia Flyers,0,Boston Bruins,3,Normal Time,17565,Boston Bruins,Played,2.06,4.4,3.4,-71.062106,42.366179,Boston Bruins vs Philadelphia Flyers | Score: 3 - 0 Normal Time | Winner is Boston Bruins
24/10/2018,2018/2019,Montreal Cadiens,3,Buffalo Sabres,4,Normal Time,16112,Buffalo Sabres,Played,2.44,4.2,2.8,-78.876395,42.874951,Buffalo Sabres vs Montreal Cadiens | Score: 4 - 3 Normal Time | Winner is Buffalo Sabres
24/10/2018,2018/2019,Los Angeles Kings,1,Minnesota Wild,4,Normal Time,18778,Minnesota Wild,Played,2,4.4,3.54,-93.102168,44.944905,Minnesota Wild vs Los Angeles Kings | Score: 4 - 1 Normal Time | Winner is Minnesota Wild
24/10/2018,2018/2019,Pittsburgh Penguins,9,Calgary Flames,1,Normal Time,17834,Pittsburgh Penguins,Played,2.39,4.45,2.53,-114.051939,51.037398,Calgary Flames vs Pittsburgh Penguins | Score: 1 - 9 Normal Time | Winner is Pittsburgh Penguins
24/10/2018,2018/2019,Washington Capitals,1,Edmonton Oilers,4,Normal Time,18347,Edmonton Oilers,Played,2.65,4.33,2.38,-113.498029,53.546977,Edmonton Oilers vs Washington Capitals | Score: 4 - 1 Normal Time | Winner is Edmonton Oilers
25/10/2018,2018/2019,San Jose Sharks,3,Caroli Hurricanes,4,SO,12311,Caroli Hurricanes,Played,2.5,4.3,2.6,-78.721967,35.803306,Caroli Hurricanes vs San Jose Sharks | Score: 4 - 3 SO | Winner is Caroli Hurricanes
25/10/2018,2018/2019,Tampa Bay Lightning,3,Vegas Golden Knights,2,Normal Time,18207,Tampa Bay Lightning,Played,2.64,4.25,2.43,-115.178408,36.102827,Vegas Golden Knights vs Tampa Bay Lightning | Score: 2 - 3 Normal Time | Winner is Tampa Bay Lightning
25/10/2018,2018/2019,Ottawa Setors,3,Colorado Avalanche,6,Normal Time,16851,Colorado Avalanche,Played,1.79,4.5,3.98,-105.008479,39.74822,Colorado Avalanche vs Ottawa Setors | Score: 6 - 3 Normal Time | Winner is Colorado Avalanche
25/10/2018,2018/2019,Winnipeg Jets,2,Detroit Red Wings,1,Normal Time,19515,Winnipeg Jets,Played,3.38,4.5,2.01,-83.055271,42.341077,Detroit Red Wings vs Winnipeg Jets | Score: 1 - 2 Normal Time | Winner is Winnipeg Jets
26/10/2018,2018/2019,Tampa Bay Lightning,1,Arizo Coyotes,7,Normal Time,13623,Arizo Coyotes,Played,2.67,4.35,2.4,-112.261173,33.532977,Arizo Coyotes vs Tampa Bay Lightning | Score: 7 - 1 Normal Time | Winner is Arizo Coyotes
26/10/2018,2018/2019,Chicago Blackhawks,3,St. Louis Blues,7,Normal Time,17201,St. Louis Blues,Played,2.22,4.33,2.9,-90.202834,38.626798,St. Louis Blues vs Chicago Blackhawks | Score: 7 - 3 Normal Time | Winner is St. Louis Blues
26/10/2018,2018/2019,Buffalo Sabres,4,Columbus Blue Jackets,5,OT,15642,Columbus Blue Jackets,Played,1.87,4.5,3.65,-83.006102,39.96904,Columbus Blue Jackets vs Buffalo Sabres | Score: 5 - 4 OT | Winner is Columbus Blue Jackets
26/10/2018,2018/2019,Montreal Cadiens,3,Boston Bruins,0,Normal Time,17565,Montreal Cadiens,Played,1.89,4.7,3.62,-71.062106,42.366179,Boston Bruins vs Montreal Cadiens | Score: 0 - 3 Normal Time | Winner is Montreal Cadiens
26/10/2018,2018/2019,Winnipeg Jets,2,Toronto Maple Leafs,3,Normal Time,19545,Toronto Maple Leafs,Played,2.1,4.5,3.05,-79.379026,43.64341,Toronto Maple Leafs vs Winnipeg Jets | Score: 3 - 2 Normal Time | Winner is Toronto Maple Leafs
26/10/2018,2018/2019,Colorado Avalanche,2,Minnesota Wild,3,Normal Time,19093,Minnesota Wild,Played,2.07,4.45,3.1,-93.102168,44.944905,Minnesota Wild vs Colorado Avalanche | Score: 3 - 2 Normal Time | Winner is Minnesota Wild
26/10/2018,2018/2019,Pittsburgh Penguins,5,Vancouver Canucks,0,Normal Time,17537,Pittsburgh Penguins,Played,3.75,4.55,1.84,-123.108833,49.277821,Vancouver Canucks vs Pittsburgh Penguins | Score: 0 - 5 Normal Time | Winner is Pittsburgh Penguins
27/10/2018,2018/2019,San Jose Sharks,4,Aheim Ducks,3,OT,17099,San Jose Sharks,Played,3.1,4.55,2.1,-117.876426,33.807714,Aheim Ducks vs San Jose Sharks | Score: 3 - 4 OT | Winner is San Jose Sharks
27/10/2018,2018/2019,Ottawa Setors,3,Vegas Golden Knights,4,OT,18089,Vegas Golden Knights,Played,1.71,5,4.24,-115.178408,36.102827,Vegas Golden Knights vs Ottawa Setors | Score: 4 - 3 OT | Winner is Vegas Golden Knights
28/10/2018,2018/2019,Calgary Flames,3,Toronto Maple Leafs,1,Normal Time,18989,Calgary Flames,Played,2.07,5.2,3.25,-79.379026,43.64341,Toronto Maple Leafs vs Calgary Flames | Score: 1 - 3 Normal Time | Winner is Calgary Flames
28/10/2018,2018/2019,Minnesota Wild,2,Vancouver Canucks,5,Normal Time,16546,Vancouver Canucks,Played,3.3,4.65,1.96,-123.108833,49.277821,Vancouver Canucks vs Minnesota Wild | Score: 5 - 2 Normal Time | Winner is Vancouver Canucks
29/10/2018,2018/2019,New Jersey Devils,3,Tampa Bay Lightning,8,Normal Time,19092,Tampa Bay Lightning,Played,2,4.33,3.35,-82.451804,27.942695,Tampa Bay Lightning vs New Jersey Devils | Score: 8 - 3 Normal Time | Winner is Tampa Bay Lightning
29/10/2018,2018/2019,Ottawa Setors,1,Arizo Coyotes,5,Normal Time,13988,Arizo Coyotes,Played,1.87,4.6,3.65,-112.261173,33.532977,Arizo Coyotes vs Ottawa Setors | Score: 5 - 1 Normal Time | Winner is Arizo Coyotes
29/10/2018,2018/2019,Philadelphia Flyers,3,Aheim Ducks,2,Normal Time,16450,Philadelphia Flyers,Played,2.49,4.2,2.55,-117.876426,33.807714,Aheim Ducks vs Philadelphia Flyers | Score: 2 - 3 Normal Time | Winner is Philadelphia Flyers
29/10/2018,2018/2019,Boston Bruins,3,Caroli Hurricanes,2,Normal Time,11357,Boston Bruins,Played,2.38,4.2,2.7,-78.721967,35.803306,Caroli Hurricanes vs Boston Bruins | Score: 2 - 3 Normal Time | Winner is Boston Bruins
29/10/2018,2018/2019,Vegas Golden Knights,1,shville Predators,4,Normal Time,17367,shville Predators,Played,2.01,4.45,3.48,-86.778458,36.159125,shville Predators vs Vegas Golden Knights | Score: 4 - 1 Normal Time | Winner is shville Predators
29/10/2018,2018/2019,Detroit Red Wings,5,Columbus Blue Jackets,3,Normal Time,14288,Detroit Red Wings,Played,1.76,5.15,4.1,-83.006102,39.96904,Columbus Blue Jackets vs Detroit Red Wings | Score: 3 - 5 Normal Time | Winner is Detroit Red Wings
29/10/2018,2018/2019,Calgary Flames,2,Buffalo Sabres,1,OT,15196,Calgary Flames,Played,2.39,4.35,2.61,-78.876395,42.874951,Buffalo Sabres vs Calgary Flames | Score: 1 - 2 OT | Winner is Calgary Flames
29/10/2018,2018/2019,Dallas Stars,4,Montreal Cadiens,1,Normal Time,20506,Dallas Stars,Played,2.5,4.2,2.55,-73.56945,44.496067,Montreal Cadiens vs Dallas Stars | Score: 1 - 4 Normal Time | Winner is Dallas Stars
29/10/2018,2018/2019,Minnesota Wild,4,Edmonton Oilers,3,Normal Time,18347,Minnesota Wild,Played,2.26,4.35,2.85,-113.498029,53.546977,Edmonton Oilers vs Minnesota Wild | Score: 3 - 4 Normal Time | Winner is Minnesota Wild
30/10/2018,2018/2019,Chicago Blackhawks,2,Vancouver Canucks,4,Normal Time,16955,Vancouver Canucks,Played,2.75,4.35,2.3,-123.108833,49.277821,Vancouver Canucks vs Chicago Blackhawks | Score: 4 - 2 Normal Time | Winner is Vancouver Canucks
31/10/2018,2018/2019,shville Predators,4,Tampa Bay Lightning,1,Normal Time,19092,shville Predators,Played,2.3,4.25,2.76,-82.451804,27.942695,Tampa Bay Lightning vs shville Predators | Score: 1 - 4 Normal Time | Winner is shville Predators
31/10/2018,2018/2019,Philadelphia Flyers,5,Los Angeles Kings,2,Normal Time,18230,Philadelphia Flyers,Played,2.36,4.35,2.65,-118.267259,34.043004,Los Angeles Kings vs Philadelphia Flyers | Score: 2 - 5 Normal Time | Winner is Philadelphia Flyers
31/10/2018,2018/2019,Columbus Blue Jackets,4,San Jose Sharks,1,Normal Time,15879,Columbus Blue Jackets,Played,1.99,4.33,3.4,-121.901304,37.332713,San Jose Sharks vs Columbus Blue Jackets | Score: 1 - 4 Normal Time | Winner is Columbus Blue Jackets
31/10/2018,2018/2019,Vegas Golden Knights,3,St. Louis Blues,5,Normal Time,16813,St. Louis Blues,Played,2.38,4.2,2.73,-90.202834,38.626798,St. Louis Blues vs Vegas Golden Knights | Score: 5 - 3 Normal Time | Winner is St. Louis Blues
31/10/2018,2018/2019,Pittsburgh Penguins,2,New York Islanders,3,SO,10910,New York Islanders,Played,3.25,4.6,2.04,-73.975334,40.682624,New York Islanders vs Pittsburgh Penguins | Score: 3 - 2 SO | Winner is New York Islanders
31/10/2018,2018/2019,New Jersey Devils,3,Detroit Red Wings,4,Normal Time,18273,Detroit Red Wings,Played,3.06,4.35,2.1,-83.055271,42.341077,Detroit Red Wings vs New Jersey Devils | Score: 4 - 3 Normal Time | Winner is Detroit Red Wings
31/10/2018,2018/2019,Dallas Stars,2,Toronto Maple Leafs,1,Normal Time,18878,Dallas Stars,Played,2.04,4.65,3.05,-79.379026,43.64341,Toronto Maple Leafs vs Dallas Stars | Score: 1 - 2 Normal Time | Winner is Dallas Stars
31/10/2018,2018/2019,Washington Capitals,4,Montreal Cadiens,6,Normal Time,20279,Montreal Cadiens,Played,2.7,4.35,2.35,-73.56945,44.496067,Montreal Cadiens vs Washington Capitals | Score: 6 - 4 Normal Time | Winner is Montreal Cadiens
31/10/2018,2018/2019,Buffalo Sabres,2,Ottawa Setors,4,Normal Time,12587,Ottawa Setors,Played,2.66,4.35,2.32,-75.927207,45.296899,Ottawa Setors vs Buffalo Sabres | Score: 4 - 2 Normal Time | Winner is Ottawa Setors
31/10/2018,2018/2019,Colorado Avalanche,5,Calgary Flames,6,Normal Time,17317,Calgary Flames,Played,2.33,4.45,2.61,-114.051939,51.037398,Calgary Flames vs Colorado Avalanche | Score: 6 - 5 Normal Time | Winner is Calgary Flames
31/10/2018,2018/2019,Chicago Blackhawks,0,Edmonton Oilers,4,Normal Time,18347,Edmonton Oilers,Played,2,4.45,3.24,-113.498029,53.546977,Edmonton Oilers vs Chicago Blackhawks | Score: 4 - 0 Normal Time | Winner is Edmonton Oilers
1/11/2018,2018/2019,Caroli Hurricanes,3,Arizo Coyotes,4,OT,10562,Arizo Coyotes,Played,2.6,4,2.44,-112.261173,33.532977,Arizo Coyotes vs Caroli Hurricanes | Score: 4 - 3 OT | Winner is Arizo Coyotes
1/11/2018,2018/2019,Colorado Avalanche,6,Vancouver Canucks,7,OT,18334,Vancouver Canucks,Played,3.05,4.33,2.2,-123.108833,49.277821,Vancouver Canucks vs Colorado Avalanche | Score: 7 - 6 OT | Winner is Vancouver Canucks
2/11/2018,2018/2019,Columbus Blue Jackets,1,Los Angeles Kings,4,Normal Time,18230,Los Angeles Kings,Played,2.73,4.45,2.32,-118.267259,34.043004,Los Angeles Kings vs Columbus Blue Jackets | Score: 4 - 1 Normal Time | Winner is Los Angeles Kings
2/11/2018,2018/2019,Caroli Hurricanes,0,Vegas Golden Knights,3,Normal Time,18328,Vegas Golden Knights,Played,2.12,4.2,3.13,-115.178408,36.102827,Vegas Golden Knights vs Caroli Hurricanes | Score: 3 - 0 Normal Time | Winner is Vegas Golden Knights
2/11/2018,2018/2019,Boston Bruins,0,shville Predators,1,Normal Time,17535,shville Predators,Played,2.15,4.2,3.14,-86.778458,36.159125,shville Predators vs Boston Bruins | Score: 1 - 0 Normal Time | Winner is shville Predators
2/11/2018,2018/2019,Philadelphia Flyers,3,San Jose Sharks,4,OT,17562,San Jose Sharks,Played,1.88,4.5,3.55,-121.901304,37.332713,San Jose Sharks vs Philadelphia Flyers | Score: 4 - 3 OT | Winner is San Jose Sharks
2/11/2018,2018/2019,Minnesota Wild,5,St. Louis Blues,1,Normal Time,17767,Minnesota Wild,Played,2.44,4.2,2.61,-90.202834,38.626798,St. Louis Blues vs Minnesota Wild | Score: 1 - 5 Normal Time | Winner is Minnesota Wild
2/11/2018,2018/2019,Dallas Stars,4,Washington Capitals,3,OT,18506,Dallas Stars,Played,2.14,4.33,3.14,-77.021903,38.898147,Washington Capitals vs Dallas Stars | Score: 3 - 4 OT | Winner is Dallas Stars
2/11/2018,2018/2019,Toronto Maple Leafs,5,Pittsburgh Penguins,0,Normal Time,18638,Toronto Maple Leafs,Played,2.15,4.33,2.96,-79.989706,40.438823,Pittsburgh Penguins vs Toronto Maple Leafs | Score: 0 - 5 Normal Time | Winner is Toronto Maple Leafs
2/11/2018,2018/2019,New Jersey Devils,0,New York Islanders,3,Normal Time,11901,New York Islanders,Played,2.61,4.25,2.45,-73.975334,40.682624,New York Islanders vs New Jersey Devils | Score: 3 - 0 Normal Time | Winner is New York Islanders
2/11/2018,2018/2019,Edmonton Oilers,4,Detroit Red Wings,3,Normal Time,19515,Edmonton Oilers,Played,3,4.33,2.17,-83.055271,42.341077,Detroit Red Wings vs Edmonton Oilers | Score: 3 - 4 Normal Time | Winner is Edmonton Oilers
2/11/2018,2018/2019,Tampa Bay Lightning,4,Montreal Cadiens,1,Normal Time,21302,Tampa Bay Lightning,Played,2.92,4.25,2.25,-73.56945,44.496067,Montreal Cadiens vs Tampa Bay Lightning | Score: 1 - 4 Normal Time | Winner is Tampa Bay Lightning
2/11/2018,2018/2019,Chicago Blackhawks,3,Calgary Flames,5,Normal Time,18143,Calgary Flames,Played,2.24,4.2,2.8,-114.051939,51.037398,Calgary Flames vs Chicago Blackhawks | Score: 5 - 3 Normal Time | Winner is Calgary Flames
3/11/2018,2018/2019,Columbus Blue Jackets,2,Aheim Ducks,3,OT,16727,Aheim Ducks,Played,2.5,4.2,2.7,-117.876426,33.807714,Aheim Ducks vs Columbus Blue Jackets | Score: 3 - 2 OT | Winner is Aheim Ducks
3/11/2018,2018/2019,Buffalo Sabres,1,New York Rangers,3,Normal Time,16904,New York Rangers,Played,2.31,4.45,2.77,-73.993455,40.750478,New York Rangers vs Buffalo Sabres | Score: 3 - 1 Normal Time | Winner is New York Rangers
3/11/2018,2018/2019,Tampa Bay Lightning,4,Ottawa Setors,3,OT,11364,Tampa Bay Lightning,Played,3.64,4.55,1.84,-75.927207,45.296899,Ottawa Setors vs Tampa Bay Lightning | Score: 3 - 4 OT | Winner is Tampa Bay Lightning
4/11/2018,2018/2019,Philadelphia Flyers,5,Arizo Coyotes,2,Normal Time,13719,Philadelphia Flyers,Played,2.23,4.4,2.85,-112.261173,33.532977,Arizo Coyotes vs Philadelphia Flyers | Score: 2 - 5 Normal Time | Winner is Philadelphia Flyers
4/11/2018,2018/2019,Edmonton Oilers,2,Washington Capitals,4,Normal Time,18506,Washington Capitals,Played,2.23,4.2,2.85,-77.021903,38.898147,Washington Capitals vs Edmonton Oilers | Score: 4 - 2 Normal Time | Winner is Washington Capitals
4/11/2018,2018/2019,New Jersey Devils,5,Pittsburgh Penguins,1,Normal Time,18420,New Jersey Devils,Played,1.99,4.4,3.54,-79.989706,40.438823,Pittsburgh Penguins vs New Jersey Devils | Score: 1 - 5 Normal Time | Winner is New Jersey Devils
4/11/2018,2018/2019,Montreal Cadiens,4,New York Islanders,3,SO,9402,Montreal Cadiens,Played,2.39,4.2,2.7,-73.975334,40.682624,New York Islanders vs Montreal Cadiens | Score: 3 - 4 SO | Winner is Montreal Cadiens
4/11/2018,2018/2019,Dallas Stars,1,Boston Bruins,2,OT,17565,Boston Bruins,Played,2.05,4.2,3.3,-71.062106,42.366179,Boston Bruins vs Dallas Stars | Score: 2 - 1 OT | Winner is Boston Bruins
5/11/2018,2018/2019,Edmonton Oilers,2,Tampa Bay Lightning,5,Normal Time,19092,Tampa Bay Lightning,Played,1.92,4.55,3.9,-82.451804,27.942695,Tampa Bay Lightning vs Edmonton Oilers | Score: 5 - 2 Normal Time | Winner is Tampa Bay Lightning
5/11/2018,2018/2019,Aheim Ducks,1,Los Angeles Kings,4,Normal Time,18230,Los Angeles Kings,Played,2.11,4.2,3.09,-118.267259,34.043004,Los Angeles Kings vs Aheim Ducks | Score: 4 - 1 Normal Time | Winner is Los Angeles Kings
5/11/2018,2018/2019,Minnesota Wild,3,San Jose Sharks,4,Normal Time,15853,San Jose Sharks,Played,2.09,4.4,3.1,-121.901304,37.332713,San Jose Sharks vs Minnesota Wild | Score: 4 - 3 Normal Time | Winner is San Jose Sharks
5/11/2018,2018/2019,Caroli Hurricanes,1,St. Louis Blues,4,Normal Time,16210,St. Louis Blues,Played,2.61,4.33,2.41,-90.202834,38.626798,St. Louis Blues vs Caroli Hurricanes | Score: 4 - 1 Normal Time | Winner is St. Louis Blues
5/11/2018,2018/2019,Dallas Stars,1,Columbus Blue Jackets,4,Normal Time,14159,Columbus Blue Jackets,Played,2.08,4.3,3.13,-83.006102,39.96904,Columbus Blue Jackets vs Dallas Stars | Score: 4 - 1 Normal Time | Winner is Columbus Blue Jackets
5/11/2018,2018/2019,Montreal Cadiens,3,New York Rangers,5,Normal Time,17428,New York Rangers,Played,2.38,4.2,2.64,-73.993455,40.750478,New York Rangers vs Montreal Cadiens | Score: 5 - 3 Normal Time | Winner is New York Rangers
5/11/2018,2018/2019,Vancouver Canucks,2,Detroit Red Wings,3,SO,18640,Detroit Red Wings,Played,2.28,4.2,2.85,-83.055271,42.341077,Detroit Red Wings vs Vancouver Canucks | Score: 3 - 2 SO | Winner is Detroit Red Wings
5/11/2018,2018/2019,Vegas Golden Knights,1,Toronto Maple Leafs,3,Normal Time,19045,Toronto Maple Leafs,Played,2.19,4.2,2.91,-79.379026,43.64341,Toronto Maple Leafs vs Vegas Golden Knights | Score: 3 - 1 Normal Time | Winner is Toronto Maple Leafs
5/11/2018,2018/2019,New Jersey Devils,3,Ottawa Setors,7,Normal Time,12491,Ottawa Setors,Played,2.85,4.2,2.23,-75.927207,45.296899,Ottawa Setors vs New Jersey Devils | Score: 7 - 3 Normal Time | Winner is Ottawa Setors
6/11/2018,2018/2019,Calgary Flames,2,Aheim Ducks,3,Normal Time,16461,Aheim Ducks,Played,3.04,4.45,2.14,-117.876426,33.807714,Aheim Ducks vs Calgary Flames | Score: 3 - 2 Normal Time | Winner is Aheim Ducks
6/11/2018,2018/2019,Pittsburgh Penguins,1,Washington Capitals,2,Normal Time,18506,Washington Capitals,Played,2.27,4.35,2.7,-77.021903,38.898147,Washington Capitals vs Pittsburgh Penguins | Score: 2 - 1 Normal Time | Winner is Washington Capitals
6/11/2018,2018/2019,shville Predators,4,Colorado Avalanche,1,Normal Time,16923,shville Predators,Played,2.75,4.2,2.35,-105.008479,39.74822,Colorado Avalanche vs shville Predators | Score: 1 - 4 Normal Time | Winner is shville Predators
7/11/2018,2018/2019,Edmonton Oilers,1,Florida Panthers,4,Normal Time,11484,Florida Panthers,Played,2.08,4.45,3.02,-80.325378,26.158498,Florida Panthers vs Edmonton Oilers | Score: 4 - 1 Normal Time | Winner is Florida Panthers
7/11/2018,2018/2019,San Jose Sharks,3,Dallas Stars,4,Normal Time,18137,Dallas Stars,Played,2.76,4.2,2.3,-96.810706,32.791093,Dallas Stars vs San Jose Sharks | Score: 4 - 3 Normal Time | Winner is Dallas Stars
7/11/2018,2018/2019,Minnesota Wild,3,Los Angeles Kings,1,Normal Time,17621,Minnesota Wild,Played,2.58,4.2,2.58,-118.267259,34.043004,Los Angeles Kings vs Minnesota Wild | Score: 1 - 3 Normal Time | Winner is Minnesota Wild
7/11/2018,2018/2019,Arizo Coyotes,4,Philadelphia Flyers,5,OT,18884,Philadelphia Flyers,Played,2.25,4.35,2.93,-75.171967,39.90041,Philadelphia Flyers vs Arizo Coyotes | Score: 5 - 4 OT | Winner is Philadelphia Flyers
7/11/2018,2018/2019,Caroli Hurricanes,4,Chicago Blackhawks,3,Normal Time,21331,Caroli Hurricanes,Played,2.6,4.2,2.57,-87.674192,41.880666,Chicago Blackhawks vs Caroli Hurricanes | Score: 3 - 4 Normal Time | Winner is Caroli Hurricanes
7/11/2018,2018/2019,Vancouver Canucks,8,Boston Bruins,5,Normal Time,17565,Vancouver Canucks,Played,1.64,5.1,4.85,-71.062106,42.366179,Boston Bruins vs Vancouver Canucks | Score: 5 - 8 Normal Time | Winner is Vancouver Canucks
